Drug_ID	Drug	Y
"Drug 27237"	"CC(=O)ON=C1C=Cc2c(no[n+]2[O-])C1=O"	0
"Drug 27238"	"N#CC(C#N)=Cc1ccccc1O"	0
"Drug 27239"	"COc1ccc(CNC(=N)N)c2ccccc12.O=S(=O)(O)O"	0
"Drug 27240"	"CCOC(=O)CN1C(=O)C(=O)N(c2ccc(OC)c3ccccc23)C1=O"	0
"Drug 27241"	"COc1cc(N2C(=O)C(=O)C3(CCCCC3)C2=O)cc(OC)c1OC"	0
"Drug 27242"	"N#CC(C#N)=Cc1ccccc1C(=O)O"	0
"Drug 27243"	"N#CC(C#N)=Cc1ccc2c(c1)OC(Cl)O2"	0
"Drug 27244"	"Cc1nnc(Nc2ccccc2)o1"	0
"Drug 27245"	"N#CC12C(=O)NC(=O)C1(C#N)C1C=CC2CC1"	0
"Drug 27246"	"COc1ccc(N2C(=O)C(=O)C3(CCCCC3)C2=O)c(OC)c1OC"	0
"Drug 27247"	"CCOC1OC(C)(C=C(C#N)C#N)CCC1C"	0
"Drug 27248"	"CCCCCCCCCCCC(=O)NCc1ccc(OC(=O)CCCCCCCCCCC)c(OC)c1"	0
"Drug 27249"	"COC(=O)c1ccccc1NC(=S)NN(C)C"	0
"Drug 27250"	"CC1CCC2(CC1)NC1=C(CC(C)CC1)C1=C2CC(C)CC1"	0
"Drug 27251"	"CC1CCC2(CC1)N=C1CCC(C)CC1C1(CCC(C)CC1)N2"	0
"Drug 27252"	"C=CCc1cc(C=C(C#N)C#N)cc(OC)c1O"	0
"Drug 27253"	"N#CC(C#N)=Cc1c(O)ccc2ccccc12"	0
"Drug 27254"	"CC(=O)Nc1cc2c3c(c1)CCCN3CCC2"	0
"Drug 27255"	"CN(C)NC(=S)Nc1ccccc1Br"	0
"Drug 27256"	"Oc1ccc(C2(c3ccc(O)cc3)CCCC2)cc1"	0
"Drug 27257"	"CC(CC(O)(C(F)(F)Cl)C(F)(F)Cl)=NNc1ccccc1"	0
"Drug 27258"	"CC(CC(O)(C(F)(F)Cl)C(F)(F)Cl)=NNC(N)=S"	0
"Drug 27259"	"NC(=S)NNCC(=O)CC(O)(C(F)(F)F)C(F)(F)Cl"	0
"Drug 27260"	"COc1cc(CNC(=O)CCCCCCCCCCSC#N)ccc1O"	0
"Drug 27261"	"O=C1c2ccccc2CCC1C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27262"	"CC(O)(C#N)CC(O)(C(F)(F)Cl)C(F)(F)Cl"	0
"Drug 27263"	"CCN(CC)CCOC(=O)CCN1CC2CCC(CC2)C1"	0
"Drug 27264"	"CC(C)C(C=O)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27265"	"COc1ccc(NC2=NCCO2)c2c1CCCC2"	0
"Drug 27266"	"CC1=CC(=NN(C)C)C(C(O)(C(F)(F)F)C(F)(F)F)C(C)(C)C1"	0
"Drug 27267"	"O=c1[nH]c(=S)[nH]n1C(=S)n1[nH]c(=S)[nH]c1=O"	0
"Drug 27268"	"Cc1cc(CC(O)(C(F)(F)F)C(F)(F)F)cc(CC(O)(C(F)(F)F)C(F)(F)F)n1"	0
"Drug 27269"	"COC(=O)CN1CCN(c2cccc3c2CCCC3)CC1"	0
"Drug 27270"	"COC(=O)C=CN1CC1"	0
"Drug 27271"	"C1CCCN(NC2=NCCO2)CC1"	1
"Drug 27272"	"COc1cc(OC)c(NC2=NCCO2)cc1Cl"	0
"Drug 27273"	"COc1ccc(OC)c(NC2=NCCO2)c1"	0
"Drug 27274"	"CSc1ccccc1NC1=NCCO1"	0
"Drug 27275"	"CN(C)c1cccc(NC2=NCCO2)c1"	0
"Drug 27276"	"Oc1cccc2c1N1CCN2CC1"	0
"Drug 27277"	"COc1cc2c(cc1OC)C1CC3(CCN1CC2)C(=O)N(c1ccccc1)C(=O)N3C(C)=O"	0
"Drug 27278"	"CC(C)OC(=O)OCSc1ccccc1N=Cc1cccc([N+](=O)[O-])c1"	0
"Drug 27279"	"CC(=O)N(C)n1cn[n+](CC(=O)OC(C)(C)C)c1.[Br-]"	0
"Drug 27280"	"CSc1n(N)cn[n+]1CC(=O)OC(C)(C)C.[I-]"	0
"Drug 27281"	"CCOC(=O)c1c(-c2ccccc2)oc(=O)c(Cc2cccc3cccnc23)c1-c1ccccc1"	0
"Drug 27282"	"CCOC(=O)C1=C(C)C(C(=O)OC)C(=Cc2cccc3cccnc23)C1=O"	0
"Drug 27283"	"CC(=O)N1C(=O)CC2(N=C(C)CC2=O)c2ccccc21"	0
"Drug 27284"	"CNC(=O)N(C)C(=O)c1ccccc1C(=O)N(C)C(=O)NC"	0
"Drug 27285"	"CN(C(=O)c1ccc(Cl)s1)C(=S)N(C)C(=O)c1ccc(Cl)s1"	0
"Drug 27286"	"O=[N+]([O-])c1ccc(CSC2=C(c3ccc(Cl)cc3)SC(=C3SC(SCc4ccc([N+](=O)[O-])cc4)=C(c4ccc(Cl)cc4)S3)S2)cc1"	0
"Drug 27287"	"N#Cc1ccc(CSC2=C(c3ccc(Cl)cc3)SC(=C3SC(SCc4ccc(C#N)cc4)=C(c4ccc(Cl)cc4)S3)S2)cc1"	0
"Drug 27288"	"COc1c2occc2c(OC)c2c(=O)c(S(=O)(=O)NC(=O)Nc3ccc(Cl)cc3)coc12"	0
"Drug 27289"	"CCCCCCc1nn2c(-c3ccncc3)nnc2s1"	0
"Drug 27290"	"O=C(O)COCC(=O)N(CCOCCN(Cc1ccccc1)C(=O)COCC(=O)O)Cc1ccccc1"	0
"Drug 27291"	"c1ccc2c(c1)nc1n2C2CCC(C2)N1"	0
"Drug 27292"	"Cc1nnc2cc(C(=O)O)c3ccccc3n2c1=O"	0
"Drug 27293"	"O=C(Nc1ccc(Cl)cc1Cl)c1cc2nc3ccccc3c(=O)n2c2ccccc12"	0
"Drug 27294"	"CCOC(=O)c1cc2nc3ccccc3c(=O)n2c2ccccc12"	0
"Drug 27295"	"CNC(=O)c1cc2nc3ccccc3c(=O)n2c2ccccc12"	0
"Drug 27296"	"O=C1NC(=O)C(F)(n2cc(F)c(=O)[nH]c2=O)C(O)N1"	0
"Drug 27297"	"Cn1c(SCc2ccc([N+](=O)[O-])cc2)nnc1C12CC3CC(CC(C3)C1)C2"	0
"Drug 27298"	"CCN(CCCl)c1cc(C(=O)NCCCN(C)CCCNC(=O)c2cc(N(CC)CCCl)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-].Cl"	0
"Drug 27299"	"CCN(CCCl)c1cc(C(=O)Nc2cc(NC(=O)c3cc(N(CC)CCCl)c([N+](=O)[O-])cc3[N+](=O)[O-])cc(C(=O)NCCN(C)C)c2)c([N+](=O)[O-])cc1[N+](=O)[O-].Cl"	0
"Drug 27300"	"Cc1ncc([N+](=O)[O-])n1CCN(C)CCCCn1ccnc1[N+](=O)[O-]"	0
"Drug 27301"	"Cc1ncc([N+](=O)[O-])n1CC[N+](C)(O)CCCCn1ccnc1[N+](=O)[O-].[Cl-]"	0
"Drug 27302"	"NC(CSS(=O)(=O)c1ccccc1)C(=O)O"	0
"Drug 27303"	"Oc1c(O)c(Cc2ccccc2)c(Cc2ccccc2)c(Cc2ccccc2)c1Cc1ccccc1"	0
"Drug 27304"	"Oc1cc(Cc2ccccc2)c(Cc2ccccc2)cc1O"	0
"Drug 27305"	"CCCCCCCCCc1c(O)c(O)c(CCCCCCCCC)c(CCCCCCCCC)c1CCCCCCCCC"	0
"Drug 27306"	"CCCCCCCCCc1cc(O)c(O)cc1CCCCCCCCC"	0
"Drug 27307"	"CCCC(CC)c1c(O)c(O)c(C(CC)CCC)c(C(CC)CCC)c1C(CC)CCC"	0
"Drug 27308"	"CCCC(CC)c1cc(O)c(O)cc1C(CC)CCC"	0
"Drug 27309"	"CC=C(C)C(=O)OC1CC(C)(C)CC2C3=CCC4C56CCC(O)(OC5)C(C)(C)C6CCC4(C)C3(C)CCC12C(=O)O"	0
"Drug 27310"	"CC(C)=CC(=O)OC1CC(C)(C)CC2C3=CCC4C56CCC(O)(OC5)C(C)(C)C6CCC4(C)C3(C)CCC12C(=O)O"	0
"Drug 27311"	"COc1cc(C=CC(=O)OCC23CCC4(C(=O)O)CCC(C)C(C)C4C2=CCC2C4(C)CCC(O)C(C)(C)C4CCC23C)ccc1O"	0
"Drug 27312"	"COc1ccc(C=NNC(=N)NO)c(O)c1.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27313"	"COc1cc(O)c(C=NNC(=N)NO)c(OC)c1.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27314"	"Cc1ccc(S(=O)(=O)O)cc1.N=C(NO)NN=Cc1cc(I)cc(I)c1O"	0
"Drug 27315"	"Cc1ccc(S(=O)(=O)O)cc1.N=C(NO)NN=Cc1cnc2cc(C(F)(F)F)ccc2c1O"	0
"Drug 27316"	"CC1CC(C)CC(NC2=NCCO2)C1"	0
"Drug 27317"	"O=C1CCCC1C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27318"	"c1cc2c(cc1NC1=NCCO1)CCCC2"	0
"Drug 27319"	"N=C(N)NCCN1CC2CCC(CC2)C1.O=S(=O)(O)O"	1
"Drug 27320"	"CN(C)C(=O)NCCN1CCCCCc2ccccc21"	0
"Drug 27321"	"CCNc1cc2c3c(c1)CCCN3CCC2.Cl"	0
"Drug 27322"	"O=C1C(C(O)(C(F)(F)F)C(F)(F)F)CCC1C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27323"	"OC1CCCC1C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27324"	"OC1c2ccccc2CCC1C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27325"	"CN1C=COC1N=C1CCCCC1"	0
"Drug 27326"	"CC(C(O)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27327"	"CC(C)(C)C(O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27328"	"O=C(NCCOC(=O)OCCNC(=O)NC1CCCCC1)NC1CCCCC1"	0
"Drug 27329"	"O=C(OCCNC(=O)N1CC1)OCCNC(=O)N1CC1"	0
"Drug 27330"	"Cc1cc(NC2=NCCO2)c2c(c1C)CCCC2"	0
"Drug 27331"	"Cc1cccc(NC2=NCCO2)c1Cl"	0
"Drug 27332"	"CC(NC1=NCCO1)c1cccs1"	0
"Drug 27333"	"Cc1ccc(C(=O)CC(O)(C(F)(F)F)C(F)(F)F)cc1[N+](=O)[O-]"	0
"Drug 27334"	"COc1ccc2c3c1OC1C4(OC)CCC5(CC4C(C)=O)C(C2)N(C)CCC315.Cl"	0
"Drug 27335"	"CC(=O)C(C(C)=O)=C1CCCC(O)O1"	0
"Drug 27336"	"CSc1c(S(C)=O)c2ccccc2n1C"	0
"Drug 27337"	"O=S(=O)(CCn1c(Sc2ccccc2)c(Sc2ccccc2)c2ccccc21)c1ccccc1"	0
"Drug 27338"	"CCSCCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1F"	1
"Drug 27339"	"Cc1cn(C2CC(N=[N+]=[NH2+])C(COC(=O)CCCCCCCCCCCI)O2)c(=O)[nH]c1=O"	1
"Drug 27340"	"Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCOc3ccccc3)O2)c(=O)[nH]c1=O"	1
"Drug 27341"	"O=C(O)CCCCCCCCCCCO"	0
"Drug 27342"	"Cc1cc(O)cc(O)c1C(=O)OC1(C)C(=O)C=C2C=C(C=CC(=O)O)OC=C2C1=O"	0
"Drug 27343"	"O=C1c2ccc3cc(CCl)cc(O)c3c2C(=O)c2cccc(O)c21"	0
"Drug 27344"	"COc1cccc2c1C(=O)c1ccc3cc(CO)cc(O)c3c1C2=O"	0
"Drug 27345"	"COc1cccc2c1C(=O)c1ccc3cc(CCl)cc(O)c3c1C2=O"	0
"Drug 27346"	"C=Cc1ccccc1C1(O)C=CC(OC)(OC)C=C1"	0
"Drug 27347"	"O=C(Nc1ccc(C=Cc2ccc(NC(=O)c3ccc(O)cc3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1ccc(O)cc1O.[NaH]"	0
"Drug 27348"	"Cc1cc(C)c(-c2noc(=NS(=O)(=O)c3ccc(Cl)cc3)o2)c(C)c1"	0
"Drug 27349"	"CC(C)Oc1ccc(CNC2=NCCO2)c2ccccc12"	0
"Drug 27350"	"CC1=COC(C)(C=C(C#N)C#N)CC1"	0
"Drug 27351"	"I.N=C(NN)Nc1cccc2ccccc12"	0
"Drug 27352"	"O=CNNC(=O)Nc1ccc(Cl)cc1"	0
"Drug 27353"	"CCOc1ccc2ccccc2c1NC1=NCCO1"	0
"Drug 27354"	"Cc1ccc2ccccc2c1NC1=NCCO1"	0
"Drug 27355"	"N#CCN1CCCCCc2ccccc21"	0
"Drug 27356"	"O=CNNC(=O)Nc1cccc2ccccc12"	0
"Drug 27357"	"O=c1n(-c2ccc(Cl)c(Cl)c2)c(=O)n(-c2ccc(Cl)c(Cl)c2)c(=O)n1-c1ccc(Cl)c(Cl)c1"	0
"Drug 27358"	"N#CCCC(CC#N)N1CCN(CCO)CC1"	0
"Drug 27359"	"CC(=O)CCC(=O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27360"	"O=C(CCC(=O)CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27361"	"COc1cc(C(C[N+](=O)[O-])SC(C)=O)ccc1OCc1ccccc1"	0
"Drug 27362"	"CC(=O)SC(C[N+](=O)[O-])c1ccc2c(c1)OCO2"	0
"Drug 27363"	"C=CCCCCCCCCC(=O)ON(Cc1ccc(O)c(OC)c1)C(=O)C(F)(F)F"	0
"Drug 27364"	"O=[N+]([O-])CC(SCc1ccccc1)c1ccc2c(c1)OCO2"	0
"Drug 27365"	"COc1cc(CNC(=S)CCCCCCCCCCC(C)C)ccc1O"	0
"Drug 27366"	"COC(=O)CCN(CCC(=O)OC)C1CC1"	0
"Drug 27367"	"COC(=O)CC[N+]1([O-])CC1"	0
"Drug 27368"	"CCC=CC(=O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27369"	"CC(CCC#N)(CCC#N)C(=O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27370"	"CC(C)=CC(CC(O)(C(F)(F)F)C(F)(F)F)=NO"	0
"Drug 27371"	"CN(C1=NCCO1)c1cccc2c1CCCC2"	0
"Drug 27372"	"O=c1cc(CC(O)(C(F)(F)Cl)C(F)(F)Cl)[nH]n1-c1ccccc1"	0
"Drug 27373"	"COc1ccccc1CC(=O)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27374"	"c1cc(C2=NCCO2)c2ccsc2c1"	0
"Drug 27375"	"c1ccc2c(c1)-c1ccccc1C2NC1=NCCO1"	0
"Drug 27376"	"c1ccc2cc3c(NC4=NCCO4)cccc3cc2c1"	0
"Drug 27377"	"CCOC(=O)C(CC#Cc1ccc(C#CCC(NC(C)=O)C(=O)OCC)cc1)NC(C)=O"	0
"Drug 27378"	"Cn1c(=O)oc2cc(Br)ccc21"	0
"Drug 27379"	"CSc1nc(C)cc(N(C)c2ccccc2)n1"	0
"Drug 27380"	"Cc1cc(N(C)c2ccccc2)nc(N(C)c2ccccc2)n1"	0
"Drug 27381"	"O=c1[nH]c2ccc(Cl)cc2o1"	0
"Drug 27382"	"c1cc2c(cc1NC1=NCCO1)OCO2"	0
"Drug 27383"	"CN(NC1=NCCO1)c1ccc2ccccc2c1"	0
"Drug 27384"	"CC1(C)C2CCC3CC(CCC#N)CCC3C21C#N"	0
"Drug 27385"	"c1cc(NC2=NCCO2)c2c(c1)OCO2"	0
"Drug 27386"	"COc1ccc2c3c1OC1C4(OC)C=CC5(CC4C(C)=O)C(C2)N(C)CCC315"	0
"Drug 27387"	"COc1ccc(C(O)CC(O)(C(F)(F)F)C(F)(F)F)cc1"	0
"Drug 27388"	"CC(NC1=NCCO1)c1ccco1"	0
"Drug 27389"	"c1cc2c(c(NC3=NCCO3)c1)CCC2"	0
"Drug 27390"	"Cc1ccc(NC2=NCCO2)c2c1CCC2"	0
"Drug 27391"	"COc1ccc2c3c1OC1C4(OC)CCC5(CC4C(C)(C)O)C(C2)N(C)CCC315"	0
"Drug 27392"	"COc1cccc(OC)c1NC1=NCCO1"	0
"Drug 27393"	"CC(C)=NOC(=O)Nc1cccc2c1OCO2"	0
"Drug 27394"	"c1csc(C(NC2=NCCO2)C2CC2)c1"	0
"Drug 27395"	"CC(Cc1ccccc1)NC1=NCCO1"	0
"Drug 27396"	"CC(C)(NC1=NCCO1)c1ccccc1"	0
"Drug 27397"	"c1ccc(C(NC2=NCCO2)C2CC2)cc1"	0
"Drug 27398"	"O=C(CC(O)(C(F)(F)F)C(F)(F)F)C(CCCl)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27399"	"OC(c1nc2ccccc2s1)(C(F)(F)F)C(F)(F)F"	0
"Drug 27400"	"CC(=O)OC(Cc1ccc2ccccc2n1)(C(F)(F)F)C(F)(F)F"	0
"Drug 27401"	"CCC(NC1=NCCO1)c1cccs1"	0
"Drug 27402"	"CC(C)(Cc1ccccc1)NC1=NCCO1"	0
"Drug 27403"	"CC(C)CCC[Pb](CCCC(C)C)(CCCC(C)C)OC(=O)C(Cl)(Cl)Cl"	0
"Drug 27404"	"CC[Pb](CC)(CC)OC(=O)C(F)(F)F"	0
"Drug 27405"	"CC(O)C(=O)O[Pb](C)(C)C"	0
"Drug 27406"	"CC[Pb](CC)(CC)OC(=O)COc1ccc(Cl)cc1Cl"	0
"Drug 27407"	"Cc1cc2nc(C=C(C(F)(F)F)C(F)(F)F)sc2cc1C"	0
"Drug 27408"	"C1COC(NC(C2CC2)C2CC2)=N1"	0
"Drug 27409"	"O=C(CC(O)(C(F)(F)F)C(F)(F)F)C(c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27410"	"CC(=O)OC12CC(C(F)(F)F)(C(F)(F)F)OC1(OC(C)=O)CC(C(F)(F)F)(C(F)(F)F)O2"	0
"Drug 27411"	"C=CCCC(=O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27412"	"Cc1cc2nc(CC(C(F)(F)F)C(F)(F)F)oc2cc1C"	0
"Drug 27413"	"N#CC(C#N)=CN1CCCCC1"	0
"Drug 27414"	"N#CC(C#N)=CN1CCOCC1"	0
"Drug 27415"	"CCOC(C[Se]CC(OCC)OCC)OCC"	1
"Drug 27416"	"CC(NC1=NCCO1)c1ccsc1"	0
"Drug 27417"	"c1sc(NC2=NCCO2)c2c1CCCC2"	0
"Drug 27418"	"COC(=O)C1CN=CN1CCc1ccccc1"	0
"Drug 27419"	"CC(=O)OC(Cc1cc(C=C(C(F)(F)F)C(F)(F)F)cc(C)n1)(C(F)(F)F)C(F)(F)F"	0
"Drug 27420"	"O=C(CN1CCCCC1)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27421"	"O=C(CN1CCOCC1)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27422"	"CN(CCO)CC(=O)CC(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27423"	"CC(=O)C(N1CCCCC1)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27424"	"C=C1N(S(=O)(=O)c2ccc(C)cc2)C(=O)OCC12CCCC2"	0
"Drug 27425"	"ON=C(CC(O)(C(F)(F)F)C(F)(F)F)c1cccc(Cl)c1"	0
"Drug 27426"	"CS(=O)(=O)CS(C)(=O)=O"	0
"Drug 27427"	"CC1=CC(=O)c2cccc(NC3=NCCO3)c21"	0
"Drug 27428"	"C=C(Br)C[N+]12CN3CN(CN(C3)C1)C2.[Br-]"	0
"Drug 27429"	"CCOC(=O)C1SCCC1(C)O"	0
"Drug 27430"	"CS(=O)(=O)C(=Cc1ccccc1Cl)S(C)(=O)=O"	0
"Drug 27431"	"CCCCCC(C=NNc1ccccc1)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27432"	"CCCCCC(CC=NN(C)C)C(O)(C(F)(F)F)C(F)(F)F"	0
"Drug 27433"	"CC(c1ccccc1)n1cncc1C(=O)NN1CCN(C)CC1"	0
"Drug 27434"	"Cc1cc2ccccc2c[n+]1CC(=O)CC([O-])(C(F)(F)F)C(F)(F)F"	0
"Drug 27435"	"CCC(C)(C)C(CC(O)(C(F)(F)F)C(F)(F)F)=NO"	0
"Drug 27436"	"CN(C)N=C(CC(O)(C(F)(F)F)C(F)(F)F)c1ccc([N+](=O)[O-])cc1"	0
"Drug 27437"	"COc1cccc(C(CC(O)(C(F)(F)F)C(F)(F)F)=NN(C)C)c1"	0
"Drug 27438"	"CC1(C)CC(=O)C2=C(C1)C(c1ccccc1Cl)C1C(=O)CC(C)(C)CC1(O)O2"	0
"Drug 27439"	"CC1(C)CCCCC1C=CC(CC(O)(C(F)(F)F)C(F)(F)F)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]"	0
"Drug 27440"	"CC1(C)CC(=O)C2=C(C1)OC1=C(CC(C)(C)CC1=O)C2c1ccccc1[N+](=O)[O-]"	0
"Drug 27441"	"CC1(C)CC(=O)C2=C(C1)OC1=C(CC(C)(C)CC1=O)C2c1ccccc1Cl"	0
"Drug 27442"	"CCCc1cc(=O)oc2c3c(cc(OC)c12)OC(C)C(C)C3O"	0
"Drug 27443"	"FC1(F)ON2CCc3ccccc3C2C1c1ccccc1"	0
"Drug 27444"	"O=C1C(c2ccccc2)C2c3ccccc3CCN12"	0
"Drug 27445"	"COc1ccc(C(SCC(N)C(=O)O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1"	0
"Drug 27446"	"COc1ccc(N2N=NN(C(C)C)C2=C(Cl)c2nnnn2-c2ccc(OC)cc2)cc1"	0
"Drug 27447"	"CCN(CC)CCC1CCCCN1CC(=O)N1c2ccccc2NC(=O)CC1C"	0
"Drug 27448"	"CCN(CC)CCC1CCCCN1CC(=O)N1c2cc(Cl)ccc2NC(=O)CC1C"	0
"Drug 27449"	"CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2NC(=O)c2ccccc21"	0
"Drug 27450"	"CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21"	0
"Drug 27451"	"CCN(CC)CCC1CCCCN1CC(=O)N1c2ccccc2NC(=O)c2ccccc21"	0
"Drug 27452"	"CCN(CC)CC1CCCCN1CC(=O)N1c2ccc(Br)cc2C(=O)Nc2cccnc21"	0
"Drug 27453"	"CCN(CC)Cc1ccccc1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21"	0
"Drug 27454"	"C=C(Br)C[N+](CC)(CC)CC.[Br-]"	0
"Drug 27455"	"C=C(Br)CNC(=O)Nc1ccc(Cl)c(Cl)c1"	0
"Drug 27456"	"Cl.ClCCN1CCOC1=Nc1ccc2c(c1)CCCC2"	0
"Drug 27457"	"I.N=C(N)NCc1ccc2c(c1)OCO2"	0
"Drug 27458"	"OC(CC(O)(C(F)(F)F)C(F)(F)F)c1ccc(C(O)CC(O)(C(F)(F)F)C(F)(F)F)cc1"	0
"Drug 27459"	"CN(C)N=C1CCC(C(F)(F)F)(C(F)(F)F)O1"	0
"Drug 27460"	"CCOC(=O)NC1CN2CCC1CC2"	0
"Drug 27461"	"N#CC(C#N)C1CN2CCC1CC2"	0
"Drug 27462"	"ON=C1CSc2ccccc2C1"	0
"Drug 27463"	"N#CSCC(Cl)=CCl.N#CSCC(Cl)=CCl"	0
"Drug 27464"	"C=C(Br)CN(C#N)CC(=C)Br"	0
"Drug 27465"	"OC1(CCc2ccccc2)COC(C(F)(F)F)(C(F)(F)F)C1"	0
"Drug 27466"	"C=C(Br)CNCC(=C)Br"	0
"Drug 27467"	"C1CCC(CC2CCC(NC3=NCCO3)CC2)CC1"	0
"Drug 27468"	"O=C(O)CCC1C(=O)C2CCN1CC2"	0
"Drug 27469"	"c1ccc2c(c1)SCCC2NC1=NCCO1"	0
"Drug 27470"	"CN(C)C=C(S(C)(=O)=O)S(C)(=O)=O"	0
"Drug 27471"	"CC(=O)CNC(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]"	0
"Drug 27472"	"CN1CCCC1=NC#N"	0
"Drug 27473"	"CN(C)C=C1CCc2ccc([N+](=O)[O-])cc2C1=O"	0
"Drug 27474"	"CN(C)C=NNC(=O)C(C#N)=CN(C)C"	0
"Drug 27475"	"C=C(Br)CNC(=O)CCC(=O)NCC(=C)Br"	0
"Drug 27476"	"C=C(Br)CN(CC(=C)Br)C(C)=O"	0
"Drug 27477"	"Cc1ccc(S(=O)(=O)O)cc1.N=C(NO)NN=Cc1ccc2c(c1)OCO2"	0
"Drug 27478"	"COc1cc(C=NNC(=N)NO)cc(OC)c1OC.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27479"	"COc1ccc(C=NNC(=N)NO)c(OC)c1OC.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27480"	"COc1cc(OC)c(C=NNC(=N)NO)c(OC)c1.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27481"	"COc1cc(OC)c(OC)cc1C=NNC(=N)NO.Cc1ccc(S(=O)(=O)O)cc1"	0
"Drug 27482"	"COC(=O)C(C)(Cc1ccc2c(c1)nnn2C(C)=O)NC(C)=O"	0
"Drug 27483"	"Oc1nc(Nc2cccc(Br)c2)nc2[nH]cnc12"	0
"Drug 27484"	"Cc1ccc(Nc2nc(O)c3nc[nH]c3n2)cc1CO"	0
"Drug 27485"	"COC(=O)N1C2C(CC1(C)C(=O)OC)c1ccccc1N2S(=O)(=O)c1ccccc1"	0
"Drug 27486"	"CC(=O)c1ccc(Br)cc1NC1=CC(=O)c2ncccc2C1=O"	0
"Drug 27487"	"Clc1cccc(Cl)c1C1SCc2nc3ncccc3n21"	1
"Drug 27488"	"O=[N+]([O-])c1cc(C=NC23CC4CC(CC(C4)C2)C3)ccc1Cl"	0
"Drug 27489"	"O=[N+]([O-])c1ccc(Cl)cc1C=NC12CC3CC(CC(C3)C1)C2"	0
"Drug 27490"	"Clc1cccc(Cl)c1C1ON=C(c2ccccc2)N1C12CC3CC(CC(C3)C1)C2"	0
"Drug 27491"	"O=[N+]([O-])c1cc(C2ON=C(c3ccccc3)N2C23CC4CC(CC(C4)C2)C3)ccc1Cl"	0
"Drug 27492"	"O=[N+]([O-])c1ccc(Cl)cc1C1ON=C(c2ccccc2)N1C12CC3CC(CC(C3)C1)C2"	0
"Drug 27493"	"O=CC(=C1C=Cc2cc([N+](=O)[O-])ccc2S1)c1ccccc1"	0
"Drug 27494"	"CC1=CC=C2c3ccccc3C=CN2C(=O)C1"	0
"Drug 27495"	"CN(C)C1COC2Cc3ccccc3C1O2"	0
"Drug 27496"	"CN(C)C1COC2Cc3ccccc3C1O2.Cl"	0
"Drug 27497"	"CN(C)CC1COC2Cc3ccccc3C1O2.Cl"	0
"Drug 27498"	"CN(C)C(c1ccccc1)C1COC2Cc3ccccc3C1O2"	0
"Drug 27499"	"O=C1CCN=C(NC(=O)C(F)(F)F)N1CCc1c[nH]c2ccccc12"	0
"Drug 27500"	"Br.NC(=O)NC1=NCCC(=O)N1CCc1c[nH]c2ccccc12"	0
"Drug 27501"	"CC(=O)NC(=O)NC1=NCCC(=O)N1CCc1c[nH]c2ccccc12"	0
"Drug 27502"	"Br.NC1NCCC(=O)N1CCc1c[nH]c2ccccc12"	0
"Drug 27503"	"Nc1c(Cl)c([N+](=O)[O-])cc2c1OCCCCO2"	0
"Drug 27504"	"O=[N+]([O-])c1cc2c(c3nonc13)OCCCCO2"	0
