DrugBank ID,Name,Drug Groups,SMILES,Formula,ChemSpider ID,Wikipedia ID
DB06282,Levocetirizine,approved,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H25ClN2O3,1266001.0,Levocetirizine
DB06283,Ziconotide,approved,[H][C@]12CSSC[C@]3([H])NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC3=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N2,C102H172N36O32S7,17291932.0,Ziconotide
DB06287,Temsirolimus,approved,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,C56H87NO16,21468899.0,Temsirolimus
DB06288,Amisulpride,approved; investigational,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,C17H27N3O4S,2074.0,Amisulpride
DB06290,Simeprevir,approved,[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,C38H47N5O7S2,23331536.0,Simeprevir
DB06292,Dapagliflozin,approved,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,C21H25ClO6,8063384.0,Dapagliflozin
DB06335,Saxagliptin,approved,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,C18H25N3O2,9419005.0,Saxagliptin
DB06401,Bazedoxifene,approved; investigational,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,C30H34N2O3,135921.0,Bazedoxifene
DB06402,Telavancin,approved,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,C80H106Cl2N11O27P,2338980.0,Telavancin
DB06403,Ambrisentan,approved; investigational,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,C22H22N2O4,5293690.0,Ambrisentan
DB06410,Doxercalciferol,approved,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,C28H44O2,4444554.0,Doxercalciferol
DB06412,Oxymetholone,approved; illicit,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,C21H32O3,4444502.0,Oxymetholone
DB06413,Armodafinil,approved; investigational,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S,7962943.0,Armodafinil
DB06414,Etravirine,approved,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,C20H15BrN6O,168313.0,Etravirine
DB06415,Calfactant,approved,,,,Calfactant
DB06439,Tyloxapol,approved; investigational,,,26330335.0,Tyloxapol
DB06441,Cangrelor,approved,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,C17H25Cl2F3N5O12P3S2,8029718.0,Cangrelor
DB06448,Lonafarnib,approved; investigational,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,C27H31Br2ClN4O2,130645.0,Lonafarnib
DB06480,Prucalopride,approved,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,C18H26ClN3O3,2314539.0,Prucalopride
DB06589,Pazopanib,approved,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,C21H23N7O2S,8289501.0,Pazopanib
DB06590,Ceftaroline fosamil,approved; investigational,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,C22H21N8O8PS4,8028692.0,Ceftaroline_fosamil
DB06594,Agomelatine,approved; investigational,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,C15H17NO2,74141.0,Agomelatine
DB06595,Midostaurin,approved; investigational,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C35H30N4O4,8005258.0,Midostaurin
DB06603,Panobinostat,approved; investigational,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,C21H23N3O2,5294028.0,Panobinostat
DB06605,Apixaban,approved,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,C25H25N5O4,8358471.0,Apixaban
DB06608,Tafenoquine,approved; investigational,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,C24H28F3N3O3,103196.0,Tafenoquine
DB06614,Peramivir,approved; investigational,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,C15H28N4O4,135903.0,Peramivir
DB06616,Bosutinib,approved,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,C26H29Cl2N5O3,4486102.0,Bosutinib
DB06626,Axitinib,approved; investigational,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,C22H18N4OS,4953153.0,Axitinib
DB06636,Isavuconazonium,approved; investigational,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,C35H35F2N8O5S,5293801.0,Isavuconazonium
DB06637,Dalfampridine,approved,NC1=CC=NC=C1,C5H6N2,1664.0,4-Aminopyridine
DB06654,Safinamide,approved; investigational,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,C17H19FN2O2,116349.0,Safinamide
DB06663,Pasireotide,approved,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,C58H66N10O9,8117062.0,Pasireotide
DB06684,Vilazodone,approved,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,C26H27N5O2,5293518.0,Vilazodone
DB06689,Ethanolamine oleate,approved,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,C20H41NO3,4445632.0,Monoethanolamine_oleate
DB06690,Nitrous oxide,approved; vet_approved,[N-]=[N+]=O,N2O,923.0,Nitrous_oxide
DB06691,Mepyramine,approved; vet_approved,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,C17H23N3O,4818.0,Mepyramine
DB06694,Xylometazoline,approved; investigational,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,C16H24N2,5507.0,Xylometazoline
DB06695,Dabigatran etexilate,approved,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,C34H41N7O5,4948999.0,Dabigatran
DB06697,Artemether,approved,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,C16H26O5,62138.0,Artemether
DB06698,Betahistine,approved; investigational,CNCCC1=CC=CC=N1,C8H12N2,2276.0,Betahistine
DB06699,Degarelix,approved,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,C82H103ClN18O16,17292756.0,Degarelix
DB06700,Desvenlafaxine,approved; investigational,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,C16H25NO2,111300.0,Desvenlafaxine
DB06701,Dexmethylphenidate,approved; investigational,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,C14H19NO2,135807.0,Dexmethylphenidate
DB06702,Fesoterodine,approved,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,C26H37NO3,5293755.0,Fesoterodine
DB06703,Gadobutrol,approved,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234,C18H31GdN4O9,28533281.0,Gadobutrol
DB06704,Iobenguane,approved; investigational,NC(N)=NCC1=CC(I)=CC=C1,C8H10IN3,54847.0,Iobenguane
DB06705,Gadofosveset trisodium,approved,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,C33H38GdN3Na5O14P,9847191.0,Gadofosveset
DB06706,Isometheptene,approved,CNC(C)CCC=C(C)C,C9H19N,21106328.0,Isometheptene
DB06707,Levonordefrin,approved,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,C9H13NO3,144416.0,Levonordefrin
DB06708,Lumefantrine,approved,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,C30H32Cl3NO,4941944.0,Lumefantrine
DB06709,Methacholine,approved; investigational,CC(C[N+](C)(C)C)OC(C)=O,C8H18NO2,1916.0,Methacholine
DB06710,Methyltestosterone,approved,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C20H30O2,5788.0,Methyltestosterone
DB06711,Naphazoline,approved; investigational,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,C14H14N2,4283.0,Naphazoline
DB06712,Nilvadipine,approved; investigational,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,C19H19N3O6,4338.0,Nilvadipine
DB06713,Norelgestromin,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO,C21H29NO2,56648.0,Norelgestromin
DB06714,Propylhexedrine,approved,CNC(C)CC1CCCCC1,C10H21N,7277.0,Propylhexedrine
DB06715,Potassium Iodide,approved,[K+].[I-],IK,4709.0,Potassium_iodide
DB06716,Fospropofol,approved; illicit; investigational,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,C13H21O5P,2302062.0,Fospropofol
DB06717,Fosaprepitant,approved,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C23H22F7N4O6P,189912.0,Fosaprepitant
DB06718,Stanozolol,approved; vet_approved,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,C21H32N2O,23582.0,Stanozolol
DB06719,Buserelin,approved; investigational,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1,C60H86N16O13,45545.0,Buserelin
DB06723,Aluminum hydroxide,approved; investigational,[OH-].[OH-].[OH-].[Al+3],AlH3O3,8351587.0,Aluminum_hydroxide
DB06724,Calcium carbonate,approved; investigational,[Ca++].[O-]C([O-])=O,CCaO3,9708.0,Calcium_carbonate
DB06725,Lornoxicam,approved; investigational,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,C13H10ClN3O4S2,10442760.0,Lornoxicam
DB06729,Sulfaphenazole,approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,C15H14N4O2S,5144.0,Sulfaphenazole
DB06736,Aceclofenac,approved; investigational,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,C16H13Cl2NO4,64809.0,Aceclofenac
DB06742,Ambroxol,approved; investigational,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1,C13H18Br2N2O,10276826.0,Ambroxol
DB06751,Drotaverine,approved; investigational,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,C24H31NO4,1361582.0,Drotaverine
DB06753,Triclofos,approved; withdrawn,OP(O)(=O)OCC(Cl)(Cl)Cl,C2H4Cl3O4P,5362.0,Triclofos
DB06754,Danaparoid,approved; withdrawn,,,,Danaparoid
DB06755,Beta carotene,approved; nutraceutical,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,C40H56,4444129.0,Beta-Carotene
DB06756,Betaine,approved; nutraceutical,C[N+](C)(C)CC([O-])=O,C5H11NO2,242.0,Trimethylglycine
DB06757,Manganese,approved; nutraceutical,[Mn++],Mn,25916.0,Manganese
DB06762,Pinacidil,approved,CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C,C13H19N5,4660.0,Pinacidil
DB06764,Tetryzoline,approved,C1CN=C(N1)C1CCCC2=CC=CC=C12,C13H16N2,5226.0,Tetryzoline
DB06766,Alcaftadine,approved,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,C19H21N3O,14201635.0,Alcaftadine
DB06767,Ammonium chloride,approved; investigational; vet_approved,[NH4+].[Cl-],ClH4N,23807.0,Ammonium_chloride
DB06768,Ammonium lactate,approved,[NH4+].CC(O)C([O-])=O,C3H9NO3,56149.0,Ammonium_lactate
DB06769,Bendamustine,approved; investigational,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,C16H21Cl2N3O2,59069.0,Bendamustine
DB06770,Benzyl alcohol,approved,OCC1=CC=CC=C1,C7H8O,13860335.0,Benzyl_alcohol
DB06771,Besifloxacin,approved,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,C19H21ClFN3O3,8354210.0,Besifloxacin
DB06772,Cabazitaxel,approved,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,C45H57NO14,8029779.0,Cabazitaxel
DB06774,Capsaicin,approved,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,C18H27NO3,1265957.0,Capsaicin
DB06775,Carglumic acid,approved,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,C6H10N2O5,108351.0,Carglumic_acid
DB06776,Sodium cellulose phosphate,approved,,,,Sodium_cellulose_phosphate
DB06777,Chenodeoxycholic acid,approved,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,9728.0,Chenodeoxycholic_acid
DB06778,Cupric sulfate,approved,[Cu++].[O-]S([O-])(=O)=O,CuO4S,22870.0,Copper(II)_sulfate
DB06779,Dalteparin,approved,,,,Dalteparin_sodium
DB06780,Desoxycorticosterone acetate,approved,[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C23H32O4,5737.0,Desoxycorticosterone_acetate
DB06781,Difluprednate,approved,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C27H34F2O7,391990.0,Difluprednate
DB06782,Dimercaprol,approved,OCC(S)CS,C3H8OS2,2971.0,Dimercaprol
DB06783,Prussian blue,approved,[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N,C18Fe7N18,20074656.0,Prussian_blue
DB06784,Gallium citrate Ga-67,approved,[67Ga+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,C6H5GaO7,58893.0,
DB06785,Ganirelix,approved,CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,C80H113ClN18O13,17287671.0,Ganirelix
DB06786,Halcinonide,approved; investigational; withdrawn,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C24H32ClFO5,391997.0,Halcinonide
DB06787,Hexocyclium,approved,C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1,C20H33N2O,22621.0,Hexocyclium
DB06788,Histrelin,approved,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,C70H94N18O16,26606349.0,Histrelin
DB06789,Hydroxyprogesterone caproate,approved; investigational,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C27H40O4,148552.0,Hydroxyprogesterone_caproate
DB06791,Lanreotide,approved,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],C54H69N11O10S2,64450.0,Lanreotide
DB06792,Lanthanum carbonate,approved,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,C3La2O9,147758.0,Lanthanum_carbonate
DB06794,Lodoxamide,approved,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N,C11H6ClN3O6,40543.0,Lodoxamide
DB06795,Mafenide,approved; vet_approved,NCC1=CC=C(C=C1)S(N)(=O)=O,C7H10N2O2S,3858.0,Mafenide
DB06796,Mangafodipir,approved; investigational; withdrawn,[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1,C22H30MnN4O14P2,32700460.0,Mangafodipir
DB06797,Mebutamate,approved,CCC(C)C(C)(COC(N)=O)COC(N)=O,C10H20N2O4,5919.0,Mebutamate
DB06799,Methenamine,approved; vet_approved,C1N2CN3CN1CN(C2)C3,C6H12N4,3959.0,Hexamethylenetetramine
DB06800,Methylnaltrexone,approved,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,C21H26NO4,17248532.0,Methylnaltrexone
DB06802,Nepafenac,approved; investigational,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,C15H14N2O2,133160.0,Nepafenac
DB06803,Niclosamide,approved; investigational; vet_approved,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,C13H8Cl2N2O4,4322.0,Niclosamide
DB06804,Nonoxynol-9,approved; withdrawn,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,C33H60O10,65319.0,Nonoxynol-9
DB06807,Phenyl aminosalicylate,approved,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1,C13H11NO3,8290.0,
DB06809,Plerixafor,approved,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,C28H54N8,58531.0,Plerixafor
DB06810,Plicamycin,approved; investigational; withdrawn,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,C52H76O24,143544.0,Plicamycin
DB06811,Polidocanol,approved,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,C30H62O10,570993.0,Polidocanol
DB06812,Povidone-iodine,approved,,,,Povidone-iodine
DB06813,Pralatrexate,approved; investigational,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,C23H23N7O5,130578.0,Pralatrexate
DB06814,Protokylol,approved; vet_approved,CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,C18H21NO5,4798.0,Protokylol
DB06815,Pyrithione,approved,[O-][N+]1=C(S)C=CC=C1,C5H5NOS,10446934.0,Pyrithione_zinc
DB06816,Pyrvinium,approved,CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,C26H28N3,21125.0,Pyrvinium
DB06817,Raltegravir,approved,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,C20H21FN6O5,16445111.0,Raltegravir
DB06819,Phenylbutyric acid,approved; investigational,OC(=O)CCCC1=CC=CC=C1,C10H12O2,4611.0,Sodium_phenylbutyrate
DB06820,Sulconazole,approved,ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H15Cl3N2S,5127.0,Sulconazole
DB06821,Sulfameter,approved,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,C11H12N4O3S,5135.0,Sulfametoxydiazine
DB06822,Tinzaparin,approved,,,,Tinzaparin_sodium
DB06823,Tiopronin,approved; investigational,CC(S)C(=O)NCC(O)=O,C5H9NO3S,5283.0,Tiopronin
DB06824,Triethylenetetramine,approved; investigational,NCCNCCNCCN,C6H18N4,21106175.0,Triethylenetetramine
DB06825,Triptorelin,approved; vet_approved,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C64H82N18O13,17290424.0,Triptorelin
DB06826,Unoprostone,approved; investigational,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C22H38O5,4470755.0,Unoprostone
DB06827,Viomycin,approved,[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O,C25H43N13O10,2301596.0,Viomycin
DB07565,Chloramphenicol succinate,approved,O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,C15H16Cl2N2O8,570947.0,Chloramphenicol
